metro,chas,dva_chasa,noch,ves,rost,vozrast,razmer,vpopu
Марксистская,13000,25000,50000,56,170,21,3,0
Марксистская,13000,25000,50000,46,168,23,2,0
Коломенская,2000,4000,10000,47,165,23,2,0
Люберцы,8000,8000,20000,53,165,37,3,0
Павелецкая,10000,20000,-,57,177,31,2,7000
Люблино,2000,4000,10000,50,175,32,3,0
Борисово,5000,10000,30000,48,157,20,2,0
Полежаевская,6000,12000,40000,58,170,34,1,1
Кутузовская,15000,30000,100000,51,165,32,2,5000
Ленинский проспект,5000,10000,30000,60,170,40,2,2000
Молодежная,4000,8000,30000,54,177,26,2,0
Серпуховская,10000,15000,-,n/a,168,39,4,0
Рижская,5000,9000,20000,50,168,37,2,7000
Таганская,10000,20000,-,45,166,26,2,0
Речной вокзал,7000,14000,-,55,175,25,3,0
Кузьминки,5000,10000,25000,55,167,37,1,0
Волоколамская,3500,6000,-,75,175,48,4,0
Алексеевская,1800,4000,-,70,170,55,7,0
Ленинский проспект,4000,8000,-,50,165,33,2,1500
Кутузовская,8000,16000,35000,45,167,24,3,0
Новокосино,3000,6000,-,63,171,28,2,2000
,-,15000,-,55,173,28,6,5000
Выхино,3000,-,-,n/a,170,45,3,0
Нахимовский проспект,4000,8000,15000,57,160,32,2,0
Каховская,9000,17000,-,49,167,31,3,0
Арбатская,10000,20000,-,50,170,21,1,0
Беговая,10000,20000,50000,54,177,23,2,1
Пролетарская,2000,4000,10000,45,157,25,2,0
Академическая,6000,12000,-,55,180,20,2,0
Академическая,6000,12000,-,60,180,21,2,0
Проспект Мира,3000,6000,15000,70,165,45,4,1
Бульвар Дмитрия Донского,3000,6000,15000,70,175,38,3,1
Кутузовская,6000,12000,-,50,150,34,3,3000
Братиславская,3000,5000,150000,55,160,27,3,0
Коломенская,1500,3000,9000,65,170,25,3,0
Люблино,5000,10000,25000,57,170,27,2,0
Университет,6000,12000,-,56,170,26,2,0
Улица Ак. Янгеля,6000,10000,30000,52,177,38,2,5000
Смоленская,10000,20000,70000,44,160,38,2,5000
Люберцы,4000,8000,18000,57,165,37,3,3000
Кутузовская,15000,30000,75000,51,170,25,3,1
Маяковская,25000,50000,150000,n/a,170,26,4,5000
Полежаевская,4000,7000,20000,65,170,42,3,1000
Балашиха,3500,5000,8000,48,160,21,5,0
Профсоюзная,3000,5000,12000,75,170,45,3,2000
Белорусская,12000,24000,70000,54,170,38,2,1
Академическая,6000,12000,35000,60,170,42,3,2000
Пушкинская,5000,10000,25000,48,165,28,2,0
Железнодорожный,3000,5500,-,59,175,25,2,0
Химки,6000,10000,30000,85,170,36,5,1
Тверская,7000,10000,20000,47,165,24,1,1
Беляево,3000,6000,-,65,170,30,4,0
Беговая,10000,15000,50000,55,170,21,2,4000
Борисово,3000,6000,12000,55,165,35,3,1
Кутузовская,10000,20000,-,60,168,28,5,1
Алтуфьево,-,7000,17000,50,168,26,2,0
Сокольники,1500,6000,10000,77,167,32,5,0
Реутов,3000,5000,15000,75,168,42,2,1
Таганская,4000,7000,16000,55,162,25,3,0
Подольск,3500,5000,9000,50,160,21,5,0
Баррикадная,8000,15000,40000,49,160,23,2,0
Пушкино,3000,6000,15000,57,149,23,2,0
Улица 1905 го1,4000,8000,30000,53,172,32,2,1
Люберцы,1500,3000,9000,48,160,25,2,0
Алтуфьево,-,6000,15000,47,168,23,2,0
Медведково,1500,-,-,58,168,40,1,0
Зябликово,2000,4000,8000,48,170,21,2,0
Алтуфьево,-,7000,17000,50,165,28,3,0
Беляево,3500,5000,8000,54,167,21,3,0
Волоколамская,6000,12000,30000,50,170,23,2,0
Дмитровская,4000,6000,-,54,168,40,3,0
Алма-Атинская,5000,10000,-,65,167,42,4,1
Марксистская,4000,8000,-,100,175,44,12,2000
Бауманская,3000,6000,20000,65,170,38,6,0
Варшавская,2000,4000,10000,70,180,50,5,0
Пролетарская,8000,16000,40000,70,168,26,6,1
Площадь Ильича,4000,8000,18000,66,180,30,1,1
Кутузовская,12000,24000,60000,49,166,24,2,0
Кутузовская,6000,8000,20000,54,168,28,5,0
Менделеевская,2000,4000,15000,57,174,21,2,3000
Сходненская,2500,5000,15000,53,160,25,3,0
Планерная,2500,5000,15000,57,167,38,3,0
Ленинский проспект,5000,10000,-,47,172,27,2,0
Киевская,15000,30000,100000,n/a,180,23,2,0
Подольск,5000,15000,35000,70,175,33,5,3000
Белорусская,3500,7000,-,55,174,40,2,1000
Петровско-Разумовская,2500,5000,10000,56,167,29,2,2000
Проспект Мира,10000,20000,80000,55,176,27,3,1
Речной вокзал,6000,11000,-,55,176,37,2,5000
Тушинская,3500,5000,8000,50,170,20,3,1
Кунцевская,7500,15000,55000,n/a,170,31,7,1
Люберцы,4000,8000,18000,70,174,35,5,0
Парк Победы,12000,20000,40000,48,165,24,2,1
Беляево,3000,6000,-,55,164,28,2,0
Бабушкинская,3000,5000,15000,65,167,35,2,0
Кунцевская,6000,12000,30000,47,168,19,1,4000
Академическая,5000,10000,25000,49,167,19,3,0
Кунцевская,7000,14000,33000,55,178,23,3,5000
Парк Победы,3500,7000,15000,55,180,37,3,1
Красногорск,3000,6000,-,80,167,41,5,0
Сухаревская,7000,14000,-,58,172,36,2,0
Парк Победы,10000,20000,50000,57,170,42,4,1
Щукинская,3000,6000,-,95,170,45,9,0
Октябрьское поле,6000,12000,30000,55,168,27,3,0
Фрунзенская,4000,8000,30000,53,168,33,2,0
Пражская,5000,10000,30000,50,165,29,2,0
ВДНХ,5000,-,-,73,177,46,3,0
Курская,12000,20000,80000,55,171,31,3,0
Багратионовская,2500,5000,10000,75,160,31,3,1000
Динамо,3000,6000,15000,48,166,19,3,0
Войковская,4000,8000,20000,50,165,25,1,0
Академическая,6000,10000,25000,58,176,40,2,0
Кузьминки,1500,3000,7000,50,165,26,3,0
Кузьминки,1500,3000,7000,n/a,170,28,2,0
Дмитровская,3000,6000,12500,60,172,27,3,1
Полежаевская,5000,8000,15000,64,174,30,1,0
Дмитровская,2500,5000,12500,65,176,23,4,1
Дмитровская,3000,6000,12500,60,170,35,3,1
Дмитровская,3000,6000,12500,65,174,31,2,1
Беговая,3000,6000,14500,45,165,34,1,2000
Проспект Мира,5000,10000,45000,72,172,39,6,1
Алтуфьево,5000,8000,15000,57,170,37,2,1
Ленинский проспект,7000,14000,30000,52,170,18,2,5000
Пролетарская,1000,3000,9000,59,167,35,2,1
Домодедовская,2500,5000,30000,70,170,35,4,0
Улица 1905 го1,15000,30000,80000,53,177,23,2,1
Пролетарская,4000,8000,14000,50,167,27,2,1
Коломенская,2000,4000,10000,47,158,23,2,0
Преображенская площадь,3000,6000,18000,50,170,23,2,0
Молодежная,2000,4000,8000,45,165,18,2,0
Проспект Вернадского,3000,6000,15000,55,172,29,5,1
Рижская,7000,15000,35000,55,175,31,3,1
Подольск,2500,5000,13000,50,166,29,2,0
Войковская,3000,6000,-,100,167,41,4,2000
Домодедовская,3000,5000,-,56,165,38,2,0
Фили,15000,25000,70000,60,170,30,3,1
Филевский парк,3500,7000,15000,48,170,27,2,1
Сокольники,5000,10000,45000,51,170,35,1,1
Славянский бульвар,6000,12000,-,52,167,35,1,0
Тимирязевская,3000,4500,8000,55,177,19,2,0
Полежаевская,5000,10000,30000,53,172,32,4,0
Кузьминки,3500,7000,20000,55,170,35,2,0
Тропарёво,3000,4500,8000,62,167,23,8,0
ВДНХ,5000,10000,20000,48,160,27,2,1
Университет,3000,6000,15000,55,165,36,2,0
Улица 1905 го1,6000,12000,30000,45,165,24,2,0
Первомайская,5000,8000,24000,56,170,23,3,3000
Алексеевская,4000,8000,16000,60,175,30,3,1
ВДНХ,4000,8000,16000,55,170,32,2,0
Марьина Роща,4000,8000,35000,57,175,35,2,0
Академическая,3000,6000,15000,55,165,40,2,1
Красногорск,3000,6000,18000,55,163,22,3,1
Академическая,3000,6000,15000,57,175,35,2,1
Ленинский проспект,3000,6000,15000,57,175,35,2,1
Тульская,2000,4000,10000,55,170,21,3,0
Медведково,3500,-,-,65,172,27,2,0
Пражская,1500,3000,6000,60,165,36,3,0
ВДНХ,4000,8000,16000,58,175,30,2,0
Динамо,3000,4500,8000,55,167,20,4,0
Багратионовская,3000,6000,15000,50,170,27,2,0
Алексеевская,4000,8000,16000,55,160,33,3,0
Алексеевская,4000,8000,16000,55,165,45,1,0
Академическая,3000,6000,15000,52,170,38,2,0
Академическая,3000,6000,15000,52,165,30,2,0
ВДНХ,5000,10000,25000,55,170,25,3,0
Щукинская,5000,10000,25000,45,168,28,2,3000
Университет,3000,6000,15000,55,165,45,1,0
Щёлково,3000,6000,19000,59,170,19,2,0
Академическая,3500,7000,15000,55,170,27,2,0
Академическая,3500,7000,15000,55,170,35,2,0
Подольск,2000,4000,12000,85,174,37,3,0
Фили,5000,10000,20000,58,174,19,2,0
Октябрьское поле,10000,17000,40000,55,170,28,4,10000
Ленинский проспект,7000,14000,33000,52,170,23,2,0
Щёлково,3000,6000,20000,50,165,26,4,3000
Белорусская,10000,20000,50000,45,156,23,2,0
Багратионовская,3000,6000,15000,52,170,27,2,0
Ленинский проспект,5000,10000,50000,52,168,23,2,1
Шаболовская,8000,16000,32000,48,170,20,2,1
Академическая,3500,7000,15000,60,175,32,2,1
Подольск,2000,4000,10000,62,166,29,3,0
Тимирязевская,3000,6000,12000,62,170,49,2,0
Выставочная,15000,30000,-,53,175,35,2,1
Марксистская,4000,8000,-,n/a,170,40,5,0
Таганская,5000,9000,-,44,158,44,2,1
Подольск,3000,6000,-,70,178,28,1,0
Выставочная,16000,32000,80000,50,165,30,2,1
Кутузовская,12000,24000,60000,53,170,25,3,1
Киевская,10000,20000,50000,52,167,18,2,1
Кутузовская,10000,20000,45000,45,165,21,3,1
,6000,10000,25000,52,171,21,2,1
Фрунзенская,8000,12000,30000,54,170,27,3,1
Динамо,2500,5000,13000,62,170,25,2,0
Ленинский проспект,7000,14000,30000,50,170,21,1,0
Щелковская,3000,6000,20000,50,170,27,2,0
Павелецкая,5000,11000,30000,59,170,27,3,1
Марьино,4000,8000,20000,48,160,27,2,0
Динамо,2000,4000,10000,50,170,19,2,0
Рязанский проспект,3000,6000,-,55,170,41,3,0
Тульская,2000,4000,-,98,166,48,5,1000
Химки,6000,10000,35000,55,170,35,1,5000
Проспект Вернадского,3500,5000,-,61,171,25,3,0
Братиславская,3000,5000,15000,65,167,30,6,0
Алтуфьево,10000,20000,-,n/a,160,40,5,1
Ленинский проспект,5000,10000,-,60,174,30,4,0
Одинцово,3500,7000,18000,60,173,25,3,0
Арбатская,15000,30000,100000,50,170,23,3,1
Люблино,4000,8000,20000,52,162,27,2,0
Люблино,4000,8000,20000,70,173,23,3,0
Арбатская,15000,30000,-,45,170,23,4,1
Беговая,2500,5000,15000,50,162,19,2,0
Люберцы,1500,3000,9000,70,170,35,3,0
Люберцы,1500,3000,9000,75,174,35,5,1
Войковская,3000,6000,15000,65,165,29,3,0
Подольск,3000,5000,13000,51,168,33,3,0
Бульвар Дмитрия Донского,4000,8000,20000,54,168,24,2,3000
Ленинский проспект,10000,20000,-,49,170,26,3,0
Славянский бульвар,-,20000,-,48,170,30,2,0
Улица 1905 го1,15000,30000,-,62,170,35,2,1
Киевская,6000,12000,30000,n/a,170,36,6,2000
Кутузовская,10000,20000,50000,56,170,25,4,1
Площадь Ильича,11000,14000,-,72,167,37,4,3000
Академическая,6000,12000,30000,50,173,18,2,0
Ломоносовский проспект,5000,10000,25000,42,160,23,2,0
Пушкино,5000,8000,13000,55,165,21,3,7000
Арбатская,15000,30000,-,55,175,23,3,1
Арбатская,30000,60000,-,50,170,22,3,1
Проспект Мира,6000,12000,30000,60,170,23,3,1
Отрадное,2000,4000,10000,70,165,32,6,1
Рязанский проспект,2500,5000,18000,87,165,55,3,1
Бабушкинская,3000,6000,15000,50,165,30,3,1500
Университет,5000,10000,-,65,173,41,3,0
Новокосино,2500,5000,12000,55,175,51,2,1
Реутов,2500,5000,12000,51,158,43,2,1
Выхино,2500,4000,-,71,174,29,4,0
Октябрьская,8000,12000,-,55,170,42,2,2000
Преображенская площадь,4500,10000,30000,51,165,38,2,3000
Раменки,3000,6000,20000,49,170,46,2,0
Сходненская,2000,3000,-,60,172,39,3,1
Ломоносовский проспект,8000,15000,-,63,165,37,3,5000
Улица 1905 го1,10000,20000,55000,52,170,24,2,5000
Белорусская,10000,20000,50000,63,170,23,2,0
Парк Победы,7000,14000,35000,55,173,18,2,0
Новогиреево,3000,5000,15000,63,170,28,2,0
Новогиреево,3000,5000,15000,65,172,26,2,0
Нахимовский проспект,4000,8000,-,60,168,40,5,0
Щукинская,3500,5000,8000,50,164,20,4,1
Алексеевская,2500,5000,15000,55,165,35,2,2000
Проспект Вернадского,5000,10000,20000,52,167,29,2,1
Молодежная,5000,8000,25000,67,160,42,4,2000
Варшавская,4000,8000,25000,63,168,42,2,10000
Ленинский проспект,3500,-,-,n/a,175,26,3,1
Марьина Роща,5000,9000,-,58,170,35,4,2000
Полежаевская,5000,10000,-,64,172,33,4,0
Алексеевская,5000,10000,50000,60,170,28,4,5000
Профсоюзная,3000,-,-,n/a,157,26,1,1
Таганская,15000,25000,70000,50,168,28,4,10000
Кожуховская,2000,4000,9000,59,167,38,3,0
Ленинский проспект,3500,-,-,n/a,175,24,2,0
Площадь Гагарина,8000,15000,50000,52,173,23,3,0
Таганская,5000,9000,18000,55,170,25,2,0
Бульвар Дмитрия Донского,5000,10000,30000,88,167,27,7,5000
Домодедовская,5000,10000,25000,75,180,40,4,2000
Южная,1500,3000,6000,59,165,35,2,0
Щелковская,3000,6000,18000,53,173,19,4,0
Щелковская,2000,4000,16000,56,167,35,3,1
Ленинский проспект,3500,-,-,n/a,165,28,2,0
Динамо,2000,4000,10000,56,166,20,1,0
Южная,3000,6000,20000,58,173,37,3,0
Отрадное,3000,6000,14000,55,165,37,3,2000
Выхино,3000,-,-,60,166,40,5,1
Полежаевская,6000,12000,30000,n/a,175,23,2,0
Войковская,5000,8000,20000,48,160,30,1,0
Проспект Мира,5000,10000,20000,49,160,29,2,3000
Мытищи,4000,8000,-,55,168,28,2,0
Шипиловская,1500,3000,10000,55,165,36,3,1
Алма-Атинская,1500,3000,10000,52,170,28,3,0
Щёлково,2500,5000,15000,54,165,29,2,1
Славянский бульвар,7000,14000,30000,49,153,19,2,5000
Студенческая,5000,8000,-,67,163,40,4,1000
Серпуховская,2000,4000,8000,60,170,35,3,0
Домодедовская,3000,5000,20000,50,165,26,3,0
Климовск,-,6000,10000,48,155,21,5,0
Домодедовская,1500,3000,10000,55,167,22,4,0
Беговая,7000,14000,28000,50,174,21,4,1
Рижская,5000,9000,-,61,167,28,3,3000
Аэропорт,6000,12000,30000,57,177,22,2,0
Каховская,1500,3000,10000,56,165,23,2,0
Юго-Западная,4000,7000,18000,51,169,31,2,0
Славянский бульвар,5000,10000,25000,65,170,41,3,0
Выхино,2000,-,-,54,165,47,2,1000
Динамо,8000,15000,45000,50,164,32,2,5000
Выхино,2500,4000,-,55,170,27,2,0
Новогиреево,2000,4000,-,54,170,24,2,0
Балашиха,3500,4000,8000,48,160,20,3,0
Перово,2500,4000,-,63,175,28,2,0
Новогиреево,2500,4000,10000,59,164,32,3,0
Новогиреево,2000,4000,-,55,174,27,2,0
Люберцы,3000,6000,15000,62,170,43,5,0
Новогиреево,2000,4000,-,53,169,28,1,0
Сухаревская,2000,4000,15000,52,160,22,2,2000
Новогиреево,2500,4000,-,70,162,29,2,0
Парк культуры,10000,20000,-,59,175,30,3,0
Мытищи,-,6000,12000,50,167,21,2,0
Домодедовская,2000,4000,10000,43,160,27,2,0
Алексеевская,3500,4500,8000,48,150,19,3,0
Новогиреево,2500,4000,-,55,165,27,2,0
Аэропорт,5000,10000,20000,60,185,34,1,0
Арбатская,30000,60000,200000,50,173,23,4,1
Арбатская,15000,30000,100000,47,173,22,4,1
Подольск,2500,5000,12000,50,167,35,3,0
Алексеевская,2500,5000,12000,48,168,26,2,0
Рижская,3500,7000,25000,51,157,27,2,3000
Пушкино,-,6000,9000,50,167,22,3,0
Парк Победы,10000,20000,60000,60,175,28,2,10000
Подольск,2500,5000,12000,50,170,30,2,0
Петровско-Разумовская,5000,-,-,49,160,35,2,1
Первомайская,5000,10000,25000,58,163,39,3,0
Лермонтовский проспект,5000,10000,30000,60,175,34,4,1
Сокол,5000,-,-,58,176,33,3,1
Киевская,12000,25000,60000,n/a,170,31,4,1
Таганская,10000,15000,40000,47,167,24,2,0
Кропоткинская,5000,10000,30000,44,169,39,1,0
Славянский бульвар,10000,20000,50000,43,163,23,3,10000
Войковская,3000,5000,10000,61,159,19,2,1
Академическая,3500,5000,8000,45,155,19,2,0
Балашиха,3000,4000,8000,48,160,20,4,1
Балашиха,3500,4500,8000,48,160,20,3,0
Университет,5000,10000,25000,48,170,23,1,0
Дмитров,3000,6000,15000,57,165,42,1,0
Одинцово,4000,8000,-,54,165,35,2,0
Савеловская,6000,11000,-,70,170,38,5,0
Юго-Западная,10000,19000,55000,52,176,27,1,10000
Крылатское,-,10000,25000,55,175,27,3,1
Профсоюзная,7000,14000,40000,65,185,29,2,3000
Кузьминки,3000,6000,15000,48,165,27,2,0
Медведково,3000,6000,12000,55,173,24,1,0
Улица 1905 го1,8000,16000,-,48,170,22,2,0
Достоевская,2000,4000,15000,55,162,22,2,0
Подольск,2500,5000,12000,85,170,25,6,0
Домодедовская,3500,7000,15000,65,163,28,2,2000
Беговая,15000,35000,90000,49,173,19,3,5000
Алма-Атинская,1500,3000,10000,52,168,26,2,0
Войковская,4000,7000,16000,46,164,36,2,0
Славянский бульвар,6000,12000,30000,n/a,177,34,3,1
Новокосино,5000,10000,20000,64,178,28,3,1
Варшавская,1500,3000,8000,65,170,45,2,0
Кузьминки,2500,5000,12000,48,165,23,2,1000
Кутузовская,15000,30000,-,54,170,25,5,10000
Курская,4000,8000,-,46,160,25,1,0
Царицыно,1500,3000,10000,60,165,28,3,1
Марьино,4000,8000,30000,52,163,25,1,0
Борисово,4000,8000,30000,51,163,24,1,0
Коломенская,1500,3000,10000,58,168,35,2,1
Коломенская,4000,6000,10000,51,170,21,2,0
Нахимовский проспект,4000,8000,22000,65,170,34,6,0
Октябрьское поле,5000,10000,20000,53,173,21,2,0
Октябрьское поле,5000,10000,20000,63,170,21,2,0
Выставочная,3000,5000,13000,58,160,24,3,1000
Семеновская,-,8000,25000,55,171,37,2,2000
Университет,8000,16000,40000,57,178,30,2,0
Автозаводская,4000,8000,18000,50,164,24,2,0
Кузьминки,3000,6000,-,58,170,29,2,0
Новокосино,3000,6000,15000,65,168,24,4,0
Юго-Западная,6000,10000,25000,60,176,20,2,0
Аэропорт,5000,10000,20000,60,167,25,2,1
ВДНХ,3000,6000,-,39,155,29,1,2000
Нахимовский проспект,1500,3000,10000,56,165,30,2,0
Проспект Вернадского,10000,20000,60000,60,178,33,2,5000
Алтуфьево,4000,8000,20000,52,170,23,2,0
Новокосино,2000,4000,12000,55,175,37,2,1
Курская,3500,-,-,65,166,24,4,0
Арбатская,3500,5000,8000,48,165,20,5,0
Алексеевская,10000,20000,50000,50,170,20,2,0
Кантемировская,3000,-,-,65,180,29,3,0
Беговая,10000,20000,50000,53,170,31,2,5000
Химки,3000,5000,9000,48,150,21,4,0
Молодежная,3000,6000,-,50,165,48,2,1000
Подольск,2000,4000,10000,60,167,30,3,1
Бабушкинская,3500,4500,8000,48,150,19,3,0
Новогиреево,4000,8000,30000,60,170,27,3,0
Одинцово,4000,8000,15000,50,167,28,3,0
Войковская,1500,3000,10000,56,175,25,2,1
Пролетарская,7000,14000,40000,53,170,25,2,0
Рязанский проспект,1500,3000,-,55,164,50,3,1500
Кутузовская,10000,20000,50000,51,170,23,2,0
Пролетарская,6000,12000,-,55,176,28,3,0
Красногорск,2000,4000,-,65,165,55,5,0
Киевская,5000,10000,-,55,170,27,4,1
Павелецкая,6000,10000,20000,60,176,31,2,0
Алексеевская,8000,10000,20000,53,167,24,2,0
Владыкино,-,8000,15000,52,175,22,2,0
Щелковская,2500,5000,15000,55,175,20,3,0
Академическая,3000,-,-,n/a,168,27,4,0
Автозаводская,7000,10000,-,43,157,30,2,1
Нахимовский проспект,1500,3000,10000,55,170,23,2,0
Арбатская,10000,15000,35000,56,167,25,3,1
Бульвар Дмитрия Донского,4000,8000,20000,50,168,30,3,0
Аэропорт,3000,6000,12000,50,165,37,2,0
Таганская,10000,15000,40000,47,167,24,2,0
Лермонтовский проспект,4000,8000,20000,55,168,34,2,5000
Беговая,3000,5000,10000,50,157,20,2,1
Беляево,3000,6000,-,58,165,38,2,2000
Подольск,2000,4000,10000,54,160,25,2,0
Царицыно,-,8000,16000,60,164,34,3,5000
Кутузовская,30000,60000,-,51,180,26,2,1
Воробьевы горы,6000,12000,30000,45,168,23,2,0
Преображенская площадь,2000,8000,15000,62,175,49,4,0
Нагатинская,5000,10000,-,60,170,38,3,0
Беговая,2000,4000,20000,50,160,31,2,1
Кунцевская,7000,13000,30000,58,178,25,3,5000
Планерная,2000,4000,15000,50,166,25,2,5000
Алексеевская,3000,6000,15000,59,167,30,2,0
Фрунзенская,3000,6000,-,75,170,55,7,0
Химки,3000,6000,15000,73,180,32,4,0
Дмитровская,3000,6000,12500,60,172,27,3,1
Дмитровская,3000,6000,12500,54,170,24,2,1
Дмитровская,3000,6000,12500,45,168,24,3,1
Кунцевская,10000,20000,60000,50,170,20,3,0
Пушкино,2500,5000,16000,48,160,19,1,0
Сухаревская,2000,4000,15000,70,165,29,2,1
Выхино,3500,7000,16000,58,175,29,2,0
Текстильщики,5000,8000,20000,63,170,45,5,0
Павелецкая,3000,6000,20000,69,173,34,3,2000
Бибирево,1500,-,-,80,170,52,5,1
Рижская,10000,12000,25000,62,167,40,2,1
Комсомольская,5000,8000,16000,65,172,21,3,0
Проспект Мира,2000,4000,15000,70,172,26,3,1
Кузьминки,3000,5000,15000,61,170,36,4,2500
Домодедовская,3000,5000,14000,76,168,37,8,0
Алексеевская,2500,5000,12000,50,175,29,2,1
Кутузовская,10000,20000,40000,58,173,20,4,0
Нахимовский проспект,1500,3000,10000,58,165,28,2,1
Кутузовская,5000,10000,20000,52,168,18,3,0
Кутузовская,5000,10000,20000,42,172,18,3,0
Кутузовская,7000,14000,28000,47,168,18,2,0
Алтуфьево,5000,9000,20000,50,170,24,2,0
Парк культуры,3000,6000,30000,75,175,37,3,1
Балашиха,3500,4500,7500,57,167,21,3,0
Люберцы,3500,4500,7500,57,167,20,3,0
Автозаводская,4000,7000,-,65,172,29,4,0
Раменское,3500,7000,-,57,176,33,2,1
Медведково,7000,14000,40000,51,170,27,2,0
Кузьминки,1500,3000,8000,57,167,27,2,0
Проспект Мира,6000,10000,25000,51,167,31,2,5000
Выставочная,15000,20000,60000,60,172,29,3,0
Рижская,5000,10000,35000,69,172,35,5,0
Отрадное,1500,3000,7000,79,170,52,4,1
Шипиловская,1500,3000,10000,55,165,25,4,1
Подольск,3000,5000,10000,67,172,23,1,0
Пролетарская,15000,30000,60000,54,165,29,3,0
Подольск,3000,6000,10000,49,150,24,2,5000
Отрадное,2000,4000,-,63,166,38,3,1
Беговая,10000,20000,50000,62,170,26,2,1
Профсоюзная,3000,-,-,n/a,170,39,2,0
Кубинка,-,10000,20000,54,167,28,3,5000
Варшавская,2000,4000,10000,50,170,35,2,0
Щелковская,2000,-,-,50,170,30,2,1
Бабушкинская,3000,6000,-,54,165,40,2,2000
Каховская,1500,3000,-,60,167,55,5,1
Таганская,8000,16000,45000,47,173,23,1,1
Алтуфьево,-,6000,12000,75,170,30,5,0
Площадь Ильича,4000,7000,15000,63,167,25,4,0
Академическая,4000,7000,20000,54,168,35,2,0
Беговая,4000,7000,12000,50,156,38,2,0
Каширская,2000,4000,15000,43,156,27,1,0
Подольск,3500,7000,15000,55,170,19,2,0
Бульвар Дмитрия Донского,3000,5000,10000,57,162,40,3,1
Улица 1905 го1,7000,14000,28000,48,177,19,2,1
Октябрьская,10000,15000,45000,58,170,34,2,1
Люберцы,3000,6000,-,55,165,35,2,3000
Шаболовская,4000,8000,20000,60,170,40,3,1
Молодежная,5000,10000,30000,50,160,37,2,3000
Кунцевская,3000,6000,20000,65,165,38,3,1
Рязанский проспект,2500,5000,10000,80,172,47,3,1
Октябрьское поле,3000,6000,-,58,172,26,2,0
Киевская,8000,16000,35000,51,170,24,2,0
Павелецкая,8000,15000,30000,50,172,20,2,0
Тульская,5000,10000,30000,58,169,39,7,0
Коломенская,4000,8000,15000,65,165,33,5,2000
Тушинская,3000,6000,15000,60,156,32,3,0
Теплый стан,3000,4500,8000,50,167,22,3,0
Павелецкая,5000,10000,30000,53,165,29,3,3000
Ленинский проспект,8000,16000,40000,50,165,24,3,0
Люблино,4000,8000,20000,65,173,21,2,0
Академическая,5000,10000,-,52,170,33,2,1
Киевская,7000,14000,28000,56,170,20,3,0
Таганская,6000,12000,-,55,170,24,3,5000
Подольск,3000,5000,12000,58,161,41,2,1
Кутузовская,5000,10000,20000,55,165,19,3,0
Кутузовская,7000,14000,28000,58,177,22,2,0
Кутузовская,7000,14000,28000,42,168,20,2,0
Кутузовская,7000,14000,28000,52,177,18,4,0
Кутузовская,10000,20000,40000,48,168,22,4,0
Новогиреево,4000,8000,-,55,175,34,2,2000
Смоленская,10000,20000,80000,50,170,30,3,5000
Кутузовская,30000,60000,150000,53,168,28,3,1
Пражская,2500,4500,9000,69,175,47,4,0
Аэропорт,5000,10000,20000,65,170,27,3,0
Аэропорт,6000,12000,30000,54,162,26,2,0
Бибирево,4000,8000,20000,53,164,23,3,0
Аэропорт,5000,10000,20000,48,163,25,3,0
Петровско-Разумовская,7000,14000,30000,50,178,27,2,0
Пролетарская,5000,10000,25000,65,170,45,3,5000
Молодежная,5000,10000,22000,48,170,18,2,0
Новогиреево,2500,5000,-,80,165,40,5,0
Королёв,3500,5000,8000,48,160,27,5,0
Ленинский проспект,3500,-,-,n/a,170,26,3,0
Видное,3500,6900,40000,57,176,39,3,1000
Кунцевская,5000,9000,25000,62,170,25,2,5000
Домодедовская,1500,3000,10000,55,170,30,3,0
Баррикадная,15000,25000,-,48,167,22,1,0
Подольск,4000,7000,18000,51,168,25,2,3000
Марксистская,5000,8000,20000,41,164,20,2,3000
Подольск,2000,4000,10000,49,168,25,2,2000
Подольск,2000,4000,12000,43,162,20,1,2000
Первомайская,2000,4000,10000,77,170,42,3,2000
Динамо,15000,30000,-,51,174,23,4,1
Киевская,8000,16000,60000,58,177,35,2,1
Авиамоторная,3000,4000,9000,59,175,34,2,1000
Царицыно,3000,6000,15000,75,170,37,4,0
Белорусская,10000,20000,60000,58,173,26,2,0
Ленинский проспект,10000,20000,40000,57,174,24,2,1
Павелецкая,4000,7000,-,42,157,25,1,1000
Проспект Вернадского,5000,10000,25000,60,170,33,4,3000
Славянский бульвар,3000,4500,8000,50,160,20,3,0
Щукинская,3000,6000,16000,71,165,27,5,4000
Молодежная,3000,5000,10000,69,168,50,5,1
Коломенская,3000,6000,-,58,165,28,2,0
Бабушкинская,3000,6000,-,54,170,24,2,0
Калужская,6000,11000,19000,50,165,28,4,1
Кунцевская,5000,10000,-,55,164,25,2,0
Аэропорт,6000,10000,18000,49,170,26,1,0
Алтуфьево,10000,20000,-,42,155,27,1,0
Щёлково,3000,6000,18000,45,162,19,2,0
Кунцевская,3500,-,-,73,165,41,5,1
Ломоносовский проспект,5000,10000,25000,54,170,19,2,0
Крылатское,4000,8000,20000,n/a,160,40,5,1000
Университет,6000,12000,30000,48,170,19,3,0
Кутузовская,-,-,70000,60,170,35,3,0
Белорусская,5000,10000,35000,55,168,38,3,1
Смоленская,15000,30000,-,52,170,25,4,10000
Беговая,7000,14000,28000,48,155,25,3,1
Авиамоторная,4000,7000,15000,55,165,24,3,0
